Country,Location,Site,Latitude,Longitude,Lat_reg,Quadrat_number,CoralID,Genus,Morpho,Sampling_1,Area_1,Sampling_2,Area_2,Sampling_3,Area_3,Interval_days_12,Interval_days_23
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,6,736,Acropora,table,8/6/2012,24.07,8/1/2013,49.8,7/29/2014,160.67,360,362
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,6,737,Dipsastraea,encrusting,8/6/2012,2.14,8/1/2013,4.9,7/29/2014,10.94,360,362
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,13,738,Acropora,table,8/6/2012,48.26,8/1/2013,131.31,7/29/2014,264.94,360,362
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,14,739,Acropora,table,8/6/2012,13.66,8/1/2013,38.28,7/29/2014,80.79,360,362
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,15,740,Dipsastraea,encrusting,8/6/2012,56.27,8/1/2013,63.84,7/29/2014,60.22,360,362
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,17,741,Acropora,table,8/6/2012,157.59,8/1/2013,240.88,7/29/2014,258.71,360,362
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,17,742,Acropora,table,8/6/2012,138.92,8/1/2013,184.06,7/29/2014,167.31,360,362
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,17,743,Acropora,table,8/6/2012,30.48,8/1/2013,56.91,7/29/2014,98.59,360,362
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,18,744,Dipsastraea,encrusting,8/6/2012,38.5,8/1/2013,41.43,7/29/2014,57.22,360,362
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,18,745,Favites,encrusting,8/6/2012,0.65,8/1/2013,3.05,7/29/2014,5.03,360,362
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,18,746,Acropora,table,8/6/2012,0,8/1/2013,10.3,7/29/2014,35.58,360,362
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,19,747,Acropora,table,8/6/2012,8.61,8/1/2013,14.58,7/29/2014,28.96,360,362
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,19,748,Acropora,table,8/6/2012,0,8/1/2013,1282.39,7/29/2014,1476.2,360,362
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,20,749,Acropora,table,8/6/2012,676.33,8/1/2013,733.87,7/29/2014,826.73,360,362
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,20,750,Dipsastraea,encrusting,8/6/2012,225.65,8/1/2013,230.4,7/29/2014,236.71,360,362
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,21,751,Acropora,table,8/6/2012,16.08,8/1/2013,31.53,7/29/2014,123.44,360,362
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,22,752,Dipsastraea,encrusting,8/6/2012,12.59,8/1/2013,20.09,7/29/2014,28.82,360,362
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,22,753,Favites,encrusting,8/6/2012,1.63,8/1/2013,2.02,7/29/2014,6.39,360,362
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,22,754,Favites,encrusting,8/6/2012,0.97,8/1/2013,1.99,7/29/2014,5.36,360,362
Japan,Amakusa,Oshima,32.187311,129.968464,temperate,23,755,Dipsastraea,encrusting,8/6/2012,159.11,8/1/2013,163.03,7/29/2014,172.03,360,362
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,1,756,Dipsastraea,encrusting,8/14/2012,64.16,8/18/2013,96.21,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,1,757,Porites,encrusting,8/14/2012,0,8/18/2013,0.22,7/3/2014,2.39,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,2,758,Favites,encrusting,8/14/2012,1.62,8/18/2013,4.18,7/3/2014,14.86,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,2,759,Pocillopora,bushy,8/14/2012,4.51,8/18/2013,0,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,6,760,Dipsastraea,encrusting,8/14/2012,156.13,8/18/2013,152.75,7/3/2014,167.89,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,6,761,Favites,encrusting,8/14/2012,93.67,8/18/2013,66.16,7/3/2014,84.46,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,10,762,Dipsastraea,encrusting,8/14/2012,36.05,8/18/2013,30.44,7/3/2014,42.09,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,10,763,Dipsastraea,encrusting,8/14/2012,45.21,8/18/2013,38.23,7/3/2014,52.57,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,10,764,Dipsastraea,encrusting,8/14/2012,36.06,8/18/2013,35.47,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,10,765,Dipsastraea,encrusting,8/14/2012,12.38,8/18/2013,19.31,7/3/2014,25.01,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,10,766,Dipsastraea,encrusting,8/14/2012,20.18,8/18/2013,31.91,7/3/2014,30.41,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,10,767,Dipsastraea,encrusting,8/14/2012,175.18,8/18/2013,18.02,7/3/2014,21.48,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,10,768,Dipsastraea,encrusting,8/14/2012,20.77,8/18/2013,33.23,7/3/2014,29.93,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,10,769,Dipsastraea,encrusting,8/14/2012,32.35,8/18/2013,6.16,7/3/2014,45.74,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,11,770,Dipsastraea,encrusting,8/14/2012,7.05,8/18/2013,7.62,7/3/2014,13.84,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,11,771,Dipsastraea,encrusting,8/14/2012,12.61,8/18/2013,20.53,7/3/2014,30.61,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,11,772,Dipsastraea,encrusting,8/14/2012,16.54,8/18/2013,17.15,7/3/2014,31.75,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,11,773,Dipsastraea,encrusting,8/14/2012,15.8,8/18/2013,8.19,7/3/2014,26.28,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,11,774,Favites,encrusting,8/14/2012,27.61,8/18/2013,31.2,7/3/2014,48.32,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,11,775,Dipsastraea,encrusting,8/14/2012,8.77,8/18/2013,7.42,7/3/2014,13.2,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,11,776,Dipsastraea,encrusting,8/14/2012,22.58,8/18/2013,20.58,7/3/2014,39.04,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,14,777,Porites,encrusting,8/14/2012,8.21,8/18/2013,9.26,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,14,778,Porites,encrusting,8/14/2012,13.07,8/18/2013,3.93,7/3/2014,21.85,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,15,779,Pocillopora,bushy,8/14/2012,3.52,8/18/2013,8.27,7/3/2014,13.1,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,15,780,Dipsastraea,encrusting,8/14/2012,32.15,8/18/2013,32.31,7/3/2014,33.49,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,15,781,Dipsastraea,encrusting,8/14/2012,80,8/18/2013,73.75,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,18,782,Pocillopora,bushy,8/14/2012,4.8,8/18/2013,5.11,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,19,783,Dipsastraea,encrusting,8/14/2012,37.73,8/18/2013,44.36,7/3/2014,56.35,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,19,784,Dipsastraea,encrusting,8/14/2012,57.58,8/18/2013,74.47,7/3/2014,22.75,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,19,785,Pocillopora,bushy,8/14/2012,0,8/18/2013,0,7/3/2014,4.22,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,20,786,Dipsastraea,encrusting,8/14/2012,150.34,8/18/2013,152.52,7/3/2014,169.93,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,20,787,Dipsastraea,encrusting,8/14/2012,24.59,8/18/2013,19.89,7/3/2014,29.74,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,20,788,Favites,encrusting,8/14/2012,5.36,8/18/2013,10.57,7/3/2014,22.29,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,21,789,Dipsastraea,encrusting,8/14/2012,53.25,8/18/2013,65.24,7/3/2014,95.35,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,21,790,Dipsastraea,encrusting,8/14/2012,5.64,8/18/2013,6.7,7/3/2014,14.16,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,21,791,Pocillopora,bushy,8/14/2012,0.49,8/18/2013,5.01,7/3/2014,14.34,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,22,792,Favites,encrusting,8/14/2012,0.83,8/18/2013,2.17,7/3/2014,2.14,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,23,793,Dipsastraea,encrusting,8/14/2012,41.51,8/18/2013,42.05,7/3/2014,70.45,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,23,794,Dipsastraea,encrusting,8/14/2012,25.59,8/18/2013,33.08,7/3/2014,53.56,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,23,795,Favites,encrusting,8/14/2012,13.23,8/18/2013,0,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,23,796,Dipsastraea,encrusting,8/14/2012,13.52,8/18/2013,0,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,24,797,Dipsastraea,encrusting,8/14/2012,3.37,8/18/2013,5.55,7/3/2014,4.7,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,24,798,Favites,encrusting,8/14/2012,1.09,8/18/2013,7.26,7/3/2014,4.87,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,26,799,Dipsastraea,encrusting,8/14/2012,38.88,8/18/2013,42.03,7/3/2014,59.96,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,26,800,Dipsastraea,encrusting,8/14/2012,11.47,8/18/2013,12.22,7/3/2014,24.31,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,26,801,Porites,encrusting,8/14/2012,11.02,8/18/2013,4.85,7/3/2014,13.3,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,26,802,Pocillopora,bushy,8/14/2012,6.75,8/18/2013,0,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,27,803,Dipsastraea,encrusting,8/14/2012,43.34,8/18/2013,57.74,7/3/2014,76.21,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,27,804,Favites,encrusting,8/14/2012,8.51,8/18/2013,19.41,7/3/2014,36.64,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,27,805,Dipsastraea,encrusting,8/14/2012,22.34,8/18/2013,12.66,7/3/2014,31.4,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,27,806,Dipsastraea,encrusting,8/14/2012,94.29,8/18/2013,22.88,7/3/2014,56.96,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,27,807,Pocillopora,bushy,8/14/2012,7.19,8/18/2013,28.06,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,27,808,Favites,encrusting,8/14/2012,38.76,8/18/2013,35.03,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,28,809,Dipsastraea,encrusting,8/14/2012,36.6,8/18/2013,37.88,7/3/2014,16.66,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,28,810,Dipsastraea,encrusting,8/14/2012,87.93,8/18/2013,92.65,7/3/2014,28.13,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,28,811,Dipsastraea,encrusting,8/14/2012,11.5,8/18/2013,24.83,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,28,812,Favites,encrusting,8/14/2012,14.72,8/18/2013,19.68,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,28,813,Dipsastraea,encrusting,8/14/2012,11.01,8/18/2013,15.44,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,28,814,Favites,encrusting,8/14/2012,2.22,8/18/2013,6.08,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,29,815,Dipsastraea,encrusting,8/14/2012,32.09,8/18/2013,34.25,7/3/2014,47.43,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,29,816,Dipsastraea,encrusting,8/14/2012,49.91,8/18/2013,39.46,7/3/2014,53.34,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,29,817,Dipsastraea,encrusting,8/14/2012,10.31,8/18/2013,17.27,7/3/2014,26.11,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,29,818,Pocillopora,bushy,8/14/2012,12.63,8/18/2013,31.52,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,30,819,Dipsastraea,encrusting,8/14/2012,32.13,8/18/2013,32.2,7/3/2014,54.97,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,30,820,Dipsastraea,encrusting,8/14/2012,5.68,8/18/2013,6.7,7/3/2014,12.09,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,31,821,Pocillopora,bushy,8/14/2012,1.39,8/18/2013,9.52,7/3/2014,19.01,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,31,822,Pocillopora,bushy,8/14/2012,1.09,8/18/2013,7.26,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,31,823,Favites,encrusting,8/14/2012,6.92,8/18/2013,12.7,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,32,824,Dipsastraea,encrusting,8/14/2012,46.83,8/18/2013,47.46,7/3/2014,62.16,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,32,825,Pocillopora,bushy,8/14/2012,1.46,8/18/2013,4.01,7/3/2014,1.62,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,35,826,Dipsastraea,encrusting,8/14/2012,113.99,8/18/2013,102.75,7/3/2014,102.96,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,35,827,Favites,encrusting,8/14/2012,6.04,8/18/2013,9.49,7/3/2014,11.65,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,35,828,Dipsastraea,encrusting,8/14/2012,38.89,8/18/2013,55.62,7/3/2014,62.85,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,35,829,Dipsastraea,encrusting,8/14/2012,73.51,8/18/2013,0,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,36,830,Pocillopora,bushy,8/14/2012,6.36,8/18/2013,14.28,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,36,831,Pocillopora,bushy,8/14/2012,0.71,8/18/2013,11.96,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,36,832,Acropora,corymbose,8/14/2012,8.66,8/18/2013,0,7/3/2014,0,369,319
Japan,Kochi,Nishidomari,32.77686,132.73146,temperate,36,833,Acropora,corymbose,8/14/2012,24.37,8/18/2013,0,7/3/2014,0,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,10,834,Pocillopora,bushy,8/15/2012,77.87,8/19/2013,68.94,7/4/2014,93.24,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,10,835,Pocillopora,bushy,8/15/2012,11.42,8/19/2013,20.25,7/4/2014,0,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,12,836,Pocillopora,bushy,8/15/2012,90.73,8/19/2013,90.35,7/4/2014,132.71,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,12,837,Pocillopora,bushy,8/15/2012,0.81,8/19/2013,0,7/4/2014,0,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,12,838,Pocillopora,bushy,8/15/2012,123.94,8/19/2013,0,7/4/2014,0,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,12,839,Dipsastraea,encrusting,8/15/2012,46.33,8/19/2013,0,7/4/2014,0,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,13,840,Acropora,table,8/15/2012,6.91,8/19/2013,41.97,7/4/2014,110.03,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,13,841,Pocillopora,bushy,8/15/2012,2.6,8/19/2013,0,7/4/2014,0,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,13,842,Acropora,table,8/15/2012,0.39,8/19/2013,0,7/4/2014,0,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,13,843,Favites,encrusting,8/15/2012,0,8/19/2013,7.87,7/4/2014,11.24,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,13,844,Favites,encrusting,8/15/2012,0,8/19/2013,7.35,7/4/2014,13.37,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,15,845,Pocillopora,bushy,8/15/2012,8.65,8/19/2013,17.45,7/4/2014,30.06,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,16,846,Pocillopora,bushy,8/15/2012,77.82,8/19/2013,114.17,7/4/2014,146.91,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,16,847,Pocillopora,bushy,8/15/2012,4.76,8/19/2013,11.67,7/4/2014,18.19,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,16,848,Pocillopora,bushy,8/15/2012,1.31,8/19/2013,5.42,7/4/2014,9.79,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,16,849,Favites,encrusting,8/15/2012,3.4,8/19/2013,7.48,7/4/2014,13.55,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,16,850,Pocillopora,bushy,8/15/2012,0.42,8/19/2013,2.97,7/4/2014,5.35,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,17,851,Acropora,table,8/15/2012,7.66,8/19/2013,12.49,7/4/2014,61.1,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,17,852,Porites,encrusting,8/15/2012,31.1,8/19/2013,36.26,7/4/2014,38.57,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,17,853,Acropora,table,8/15/2012,0,8/19/2013,20.75,7/4/2014,65.66,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,20,854,Pocillopora,bushy,8/15/2012,33.27,8/19/2013,59.61,7/4/2014,86.07,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,20,855,Favites,encrusting,8/15/2012,27.18,8/19/2013,27.44,7/4/2014,37.09,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,20,856,Dipsastraea,encrusting,8/15/2012,26.67,8/19/2013,34.85,7/4/2014,39.09,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,20,857,Dipsastraea,encrusting,8/15/2012,11.63,8/19/2013,11.67,7/4/2014,23.05,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,20,858,Porites,encrusting,8/15/2012,0.77,8/19/2013,0,7/4/2014,0,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,22,859,Acropora,table,8/15/2012,9.02,8/19/2013,51.88,7/4/2014,87.28,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,22,860,Pocillopora,bushy,8/15/2012,249.87,8/19/2013,244.61,7/4/2014,255.83,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,22,861,Pocillopora,bushy,8/15/2012,3.5,8/19/2013,3.68,7/4/2014,0,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,22,862,Pocillopora,bushy,8/15/2012,4.49,8/19/2013,4.88,7/4/2014,0,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,23,863,Dipsastraea,encrusting,8/15/2012,99.12,8/19/2013,102.84,7/4/2014,121.45,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,23,864,Dipsastraea,encrusting,8/15/2012,12.76,8/19/2013,18.4,7/4/2014,29.8,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,23,865,Pocillopora,bushy,8/15/2012,1.91,8/19/2013,8.56,7/4/2014,21.71,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,23,866,Porites,encrusting,8/15/2012,7.52,8/19/2013,4.18,7/4/2014,0,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,31,867,Pocillopora,bushy,8/15/2012,79.7,8/19/2013,94.11,7/4/2014,98.29,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,31,868,Pocillopora,bushy,8/15/2012,2.7,8/19/2013,4.86,7/4/2014,7.1,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,32,869,Porites,encrusting,8/15/2012,2.96,8/19/2013,6.4,7/4/2014,11.4,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,32,870,Porites,encrusting,8/15/2012,9.81,8/19/2013,16.45,7/4/2014,23.83,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,33,871,Pocillopora,bushy,8/15/2012,63.51,8/19/2013,93.26,7/4/2014,121.74,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,35,872,Porites,encrusting,8/15/2012,8.74,8/19/2013,5.18,7/4/2014,3.06,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,36,873,Acropora,table,8/15/2012,17.42,8/19/2013,141.7,7/4/2014,0,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,36,874,Acropora,table,8/15/2012,0,8/19/2013,13.84,7/4/2014,0,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,37,875,Pocillopora,bushy,8/15/2012,2.74,8/19/2013,5.82,7/4/2014,16.26,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,37,876,Porites,encrusting,8/15/2012,171.58,8/19/2013,99.4,7/4/2014,111.17,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,37,877,Porites,encrusting,8/15/2012,145.77,8/19/2013,107.64,7/4/2014,105,369,319
Japan,Kochi,Shirigai,32.7973,132.70921,temperate,37,878,Pocillopora,bushy,8/15/2012,17.9,8/19/2013,41.53,7/4/2014,0,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,1,879,Acropora,table,8/16/2012,290.73,8/20/2013,557.48,7/5/2014,817.37,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,1,880,Acropora,corymbose,8/16/2012,10.17,8/20/2013,0,7/5/2014,0,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,1,881,Acropora,corymbose,8/16/2012,8.45,8/20/2013,0,7/5/2014,0,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,2,882,Acropora,branching,8/16/2012,63.13,8/20/2013,33.66,7/5/2014,41.35,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,2,883,Dipsastraea,encrusting,8/16/2012,25.26,8/20/2013,25.18,7/5/2014,25.42,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,2,884,Dipsastraea,encrusting,8/16/2012,28.17,8/20/2013,25.81,7/5/2014,33.73,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,4,885,Dipsastraea,encrusting,8/16/2012,237.51,8/20/2013,154.74,7/5/2014,202.29,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,4,886,Dipsastraea,encrusting,8/16/2012,58.75,8/20/2013,56.92,7/5/2014,97.65,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,4,887,Dipsastraea,encrusting,8/16/2012,1.87,8/20/2013,3.98,7/5/2014,12.03,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,4,888,Dipsastraea,encrusting,8/16/2012,153.72,8/20/2013,170.03,7/5/2014,195.89,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,4,889,Dipsastraea,encrusting,8/16/2012,9.79,8/20/2013,11.96,7/5/2014,15.22,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,4,890,Favites,encrusting,8/16/2012,90.28,8/20/2013,78.73,7/5/2014,136.93,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,8,891,Acropora,table,8/16/2012,13.11,8/20/2013,76.86,7/5/2014,170.97,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,8,892,Acropora,corymbose,8/16/2012,9.67,8/20/2013,0,7/5/2014,0,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,8,893,Acropora,corymbose,8/16/2012,4.82,8/20/2013,0,7/5/2014,0,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,10,894,Acropora,table,8/16/2012,9.51,8/20/2013,121.43,7/5/2014,301.24,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,10,895,Acropora,corymbose,8/16/2012,11.32,8/20/2013,0,7/5/2014,0,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,10,896,Porites,encrusting,8/16/2012,10.09,8/20/2013,22.88,7/5/2014,28.43,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,10,897,Porites,encrusting,8/16/2012,7.43,8/20/2013,0,7/5/2014,0,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,10,898,Porites,encrusting,8/16/2012,4.03,8/20/2013,0,7/5/2014,0,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,10,899,Pocillopora,bushy,8/16/2012,3.36,8/20/2013,6.8,7/5/2014,11.52,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,12,900,Dipsastraea,encrusting,8/16/2012,4.86,8/20/2013,8.56,7/5/2014,12.15,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,12,901,Porites,encrusting,8/16/2012,3.87,8/20/2013,13.78,7/5/2014,21.8,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,12,902,Acropora,table,8/16/2012,157.38,8/20/2013,178.21,7/5/2014,415.25,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,12,903,Favites,encrusting,8/16/2012,101.66,8/20/2013,79.51,7/5/2014,146.12,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,13,904,Dipsastraea,encrusting,8/16/2012,66.04,8/20/2013,65.6,7/5/2014,78.58,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,13,905,Dipsastraea,encrusting,8/16/2012,40.28,8/20/2013,39.63,7/5/2014,40.97,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,13,906,Dipsastraea,encrusting,8/16/2012,19.81,8/20/2013,12.04,7/5/2014,33.37,369,319
Japan,Kochi,Tatsukushi,32.78664,132.86358,temperate,13,907,Porites,encrusting,8/16/2012,4.31,8/20/2013,4.84,7/5/2014,5.54,369,319
